#,,,,,,,,,,,,,,,,,,,,,,
# Results on Sun,13 Apr 2025 23:25:34 GMT,,,,,,,,,,,,,,,,,,,,,
# USER AGENT: Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML,like Gecko) Chrome/135.0.0.0 Safari/537.36,,,,,,,,,,,,,,,,,,,,,
# Design number was non-random = 1,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,
# Columns below this comment are as follows:,,,,,,,,,,,,,,,,,,,,,,
# 1. Results reception time.,,,,,,,,,,,,,,,,,,,,,,
# 2. MD5 hash of participant's IP address.,,,,,,,,,,,,,,,,,,,,,,
# 3. Controller name.,,,,,,,,,,,,,,,,,,,,,,
# 4. Order number of item.,,,,,,,,,,,,,,,,,,,,,,
# 5. Inner element number.,,,,,,,,,,,,,,,,,,,,,,
# 6. Label.,,,,,,,,,,,,,,,,,,,,,,
# 7. Latin Square Group.,,,,,,,,,,,,,,,,,,,,,,
# 8. PennElementType.,,,,,,,,,,,,,,,,,,,,,,
# 9. PennElementName.,,,,,,,,,,,,,,,,,,,,,,
# 10. Parameter.,,,,,,,,,,,,,,,,,,,,,,
# 11. Value.,,,,,,,,,,,,,,,,,,,,,,
# 12. EventTime.,,,,,,,,,,,,,,,,,,,,,,
# 13. PROLIFIC_ID.,,,,,,,,,,,,,,,,,,,,,,
# 14. Comments.,,,,,,,,,,,,,,,,,,,,,,
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,82,0,instructions,NULL,PennController,0,_Trial_,Start,1744583498027,595bee9282be5500017ad683,NULL,,,,,,,,,
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,82,0,instructions,NULL,PennController,0,_Header_,Start,1744583498027,595bee9282be5500017ad683,NULL,,,,,,,,,
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,82,0,instructions,NULL,PennController,0,_Header_,End,1744583498027,595bee9282be5500017ad683,NULL,,,,,,,,,
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,82,0,instructions,NULL,Html,instructions,name,David Palmieri,1744583693290,595bee9282be5500017ad683,text input,,,,,,,,,
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,82,0,instructions,NULL,Html,instructions,consent,checked,1744583693290,595bee9282be5500017ad683,checkbox,,,,,,,,,
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,82,0,instructions,NULL,Html,instructions,NativeEnglish,unchecked,1744583693290,595bee9282be5500017ad683,checkbox,,,,,,,,,
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,82,0,instructions,NULL,PennController,0,_Trial_,End,1744583693290,595bee9282be5500017ad683,NULL,,,,,,,,,
# 14. num.,,,,,,,,,,,,,,,,,,,,,,
# 15. item.,,,,,,,,,,,,,,,,,,,,,,
# 16. Group.,,,,,,,,,,,,,,,,,,,,,,
# 17. isCrit.,,,,,,,,,,,,,,,,,,,,,,
# 18. isLeg.,,,,,,,,,,,,,,,,,,,,,,
# 19. sentNum.,,,,,,,,,,,,,,,,,,,,,,
# 20. text.,,,,,,,,,,,,,,,,,,,,,,
# 21. author.,,,,,,,,,,,,,,,,,,,,,,
# 22. fileName.,,,,,,,,,,,,,,,,,,,,,,
# 23. Comments.,,,,,,,,,,,,,,,,,,,,,,
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,29,0,fill,NULL,PennController,30,_Trial_,Start,1744583693293,595bee9282be5500017ad683,108,28,2,fill,leg,_28,Before the recital%2C the pianist met with a beautician to prepare for her performance.,83,fill_28_leg_sent_83.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,29,0,fill,NULL,PennController,30,_Header_,Start,1744583693293,595bee9282be5500017ad683,108,28,2,fill,leg,_28,Before the recital%2C the pianist met with a beautician to prepare for her performance.,83,fill_28_leg_sent_83.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,29,0,fill,NULL,PennController,30,_Header_,End,1744583693293,595bee9282be5500017ad683,108,28,2,fill,leg,_28,Before the recital%2C the pianist met with a beautician to prepare for her performance.,83,fill_28_leg_sent_83.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,29,0,fill,NULL,TextInput,q1,Final,Before the reital%2C the pianist met with a beautician to prepare for her performance.,1744583726971,595bee9282be5500017ad683,108,28,2,fill,leg,_28,Before the recital%2C the pianist met with a beautician to prepare for her performance.,83,fill_28_leg_sent_83.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,29,0,fill,NULL,PennController,30,_Trial_,End,1744583726971,595bee9282be5500017ad683,108,28,2,fill,leg,_28,Before the recital%2C the pianist met with a beautician to prepare for her performance.,83,fill_28_leg_sent_83.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,80,0,fill,NULL,PennController,81,_Trial_,Start,1744583726973,595bee9282be5500017ad683,159,79,2,fill,leg,_79,The professor was criticized by the TA.,99,fill_79_leg_sent_99.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,80,0,fill,NULL,PennController,81,_Header_,Start,1744583726973,595bee9282be5500017ad683,159,79,2,fill,leg,_79,The professor was criticized by the TA.,99,fill_79_leg_sent_99.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,80,0,fill,NULL,PennController,81,_Header_,End,1744583726973,595bee9282be5500017ad683,159,79,2,fill,leg,_79,The professor was criticized by the TA.,99,fill_79_leg_sent_99.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,80,0,fill,NULL,TextInput,q1,Final,The professor criticized by the TA.,1744583738304,595bee9282be5500017ad683,159,79,2,fill,leg,_79,The professor was criticized by the TA.,99,fill_79_leg_sent_99.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,80,0,fill,NULL,PennController,81,_Trial_,End,1744583738304,595bee9282be5500017ad683,159,79,2,fill,leg,_79,The professor was criticized by the TA.,99,fill_79_leg_sent_99.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,53,0,fill,NULL,PennController,54,_Trial_,Start,1744583738306,595bee9282be5500017ad683,132,52,2,fill,leg,_52,The recruiter stapled the ad to a bulletin board in the corridor.,91,fill_52_leg_sent_91.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,53,0,fill,NULL,PennController,54,_Header_,Start,1744583738306,595bee9282be5500017ad683,132,52,2,fill,leg,_52,The recruiter stapled the ad to a bulletin board in the corridor.,91,fill_52_leg_sent_91.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,53,0,fill,NULL,PennController,54,_Header_,End,1744583738306,595bee9282be5500017ad683,132,52,2,fill,leg,_52,The recruiter stapled the ad to a bulletin board in the corridor.,91,fill_52_leg_sent_91.png,NULL
1744586734,20fc610a4c308799f2f7cfd24025ba8e,PennController,53,0,fill,NULL,TextInput,q1,Final,The recruiter stapled the ad to a bulletin board in the corridor.,1744583765504,595bee9282be5500017ad683,132,52,2,fill,leg,_52,The recruiter stapled the ad to a bulletin board in the corridor.,91,fill_52_leg_sent_91.png,NULL
